marketing_spend,advertising_spend,website_traffic,number_of_customers,product_price,discount_percentage,previous_revenue,revenue
23869.33,13754.11,150228.54,1588.38,180.08,42.16,365588.85,205085.07
3146.38,7410.34,34408.23,1624.13,87.61,38.8,322074.67,181322.8
8560.19,13756.09,143500.46,2733.55,349.57,14.21,183096.08,136807.08
34469.4,7891.75,105629.61,2332.78,147.25,7.47,436545.49,212254.53
37493.35,8144.07,95160.17,3142.58,96.6,40.38,456829.57,222046.19
48407.98,26788.61,135375.0,2151.02,256.66,1.64,366504.32,259994.83
16965.44,4798.36,114108.53,1186.71,377.7,33.95,360746.52,173212.89
19152.53,14564.01,32677.51,885.68,142.1,23.8,256714.22,142104.59
24008.23,17293.91,163757.71,3372.35,363.8,3.76,57360.74,162758.62
10284.1,6421.16,146710.94,858.85,236.37,34.43,499533.94,188228.79
7366.15,19439.98,150557.82,3373.27,207.85,24.14,27466.58,113636.09
24309.54,9068.78,102486.95,773.64,186.17,43.01,257790.75,129454.36
12118.56,20171.75,96942.15,1720.52,81.33,10.43,196224.47,126441.39
33820.89,22142.49,100474.38,2922.88,172.99,0.11,392543.53,234339.22
22420.44,9678.58,14908.72,1356.63,440.83,6.52,373174.57,176394.95
41801.23,11799.76,86862.88,2919.12,60.06,13.48,321463.86,222637.34
35312.99,13729.14,106429.9,923.02,479.57,32.61,55874.5,119863.83
16305.97,11521.23,109729.38,2132.12,62.67,18.13,133687.73,104323.49
41780.73,13648.95,64079.38,2109.57,187.4,5.91,65196.05,138412.07
40433.45,28065.08,95788.0,3162.46,307.09,49.08,489908.65,302938.62
19986.44,8975.51,104445.44,893.73,420.54,5.41,81335.79,94885.7
15128.08,19722.99,82882.69,1496.36,80.36,17.76,484252.51,234969.11
34442.28,10491.25,152902.61,2776.62,79.14,43.83,74101.84,144659.93
7847.87,21184.34,124236.58,3562.98,317.91,32.63,433870.57,232263.55
10795.5,7056.81,10830.14,2614.15,153.45,15.99,295822.48,142286.18
1360.75,8995.08,15571.59,2632.69,325.81,48.52,419228.32,181158.04
39559.29,19303.86,120536.62,2202.51,412.09,25.05,324336.3,178622.84
33577.69,9561.11,72482.43,2098.88,47.67,0.41,389041.84,195968.42
35553.1,23538.61,145554.18,3317.65,423.8,0.31,370789.57,210224.08
39255.72,13707.51,41053.24,2827.18,28.42,47.05,144889.75,156182.73
23486.87,15908.14,19731.41,2525.25,450.42,14.06,468823.18,266800.41
28868.32,16991.52,74865.16,2848.18,488.05,40.6,328950.13,190534.16
7850.05,13821.5,122786.5,3264.86,337.05,2.18,117000.38,144224.17
6611.97,2904.37,148224.02,1171.09,492.29,7.35,166900.17,97694.8
33751.75,10538.41,141560.54,1656.46,412.78,42.84,275864.48,176139.72
24083.71,8459.99,81958.81,3340.52,31.74,49.7,443276.83,228701.03
28696.57,12129.31,132561.96,2342.66,11.87,2.6,402441.5,190126.63
38484.94,11022.81,24016.17,731.83,20.19,8.38,164983.04,114698.95
32101.2,24897.71,107897.65,2098.35,231.43,36.15,350473.43,222975.07
28125.39,16127.69,151925.42,2732.4,315.46,26.48,20795.28,120890.49
28401.15,18339.95,77147.8,2887.58,245.92,20.3,179667.7,170079.67
15893.55,10649.73,152734.38,3218.98,341.79,9.72,423005.71,223785.94
2510.07,6388.81,42110.39,453.35,230.31,47.27,92576.57,38057.77
22399.15,14791.79,32150.33,1575.97,30.86,8.61,189629.73,127648.17
11514.65,8542.23,87924.32,599.27,120.82,13.26,20500.79,49006.17
21017.9,11404.68,145674.54,3404.03,496.39,16.21,31103.71,153018.21
42816.75,17891.99,64449.08,926.57,179.47,6.93,90089.12,117684.2
12463.03,12854.41,131306.78,2568.67,169.14,26.81,68894.27,100565.34
3856.83,20465.49,45906.0,1984.32,84.87,17.07,255070.08,160514.11
14787.81,7812.35,119357.59,2510.82,493.7,30.39,452002.1,237050.05
15386.09,13092.75,96243.11,2215.12,122.93,18.39,60628.02,90853.25
33433.91,10102.26,38459.27,2367.5,326.95,5.82,437521.7,227149.76
28294.58,12983.9,119509.77,2513.27,30.6,43.63,340715.76,188307.44
39411.01,22369.76,126390.45,993.82,42.57,25.48,101069.54,113877.98
33551.36,10612.28,88227.94,1604.77,361.21,16.09,159073.52,142861.71
20912.96,16018.94,50507.96,1937.66,321.23,0.82,113208.07,121619.91
40887.0,16803.07,37625.07,1231.2,343.28,29.89,398863.26,218095.56
9181.67,3342.14,146475.69,3037.34,123.18,39.13,368048.17,188757.37
2112.89,19117.55,115386.85,1598.84,492.6,32.5,166116.49,101654.13
5412.35,9647.73,130058.2,3153.48,283.6,39.39,46080.48,109330.94
36395.61,23065.69,124513.28,1148.09,485.08,7.75,100995.56,117867.4
23631.98,13344.51,135949.29,3010.98,90.44,48.59,322340.65,217976.25
8902.32,20558.99,45008.36,857.09,208.5,10.57,63378.95,72964.58
25551.19,11274.41,86077.31,2061.63,174.49,13.34,277503.44,183715.35
8463.29,10231.16,109918.02,1579.11,379.99,25.62,314205.93,148273.42
35119.7,22321.79,37848.97,2137.51,376.31,0.26,350121.73,232537.55
22861.66,11773.84,36162.83,897.76,248.41,22.12,80170.76,83142.48
19670.04,11538.97,106158.65,2937.48,17.91,9.79,240658.82,184121.34
15774.09,23053.87,149405.44,2510.42,95.85,37.45,242430.38,169640.51
31883.85,17711.25,114929.35,3450.74,34.63,37.89,420935.65,221437.9
18728.82,17688.68,24400.64,2286.14,425.04,30.79,244984.16,165976.93
5294.85,14106.48,156997.96,2646.44,151.99,21.08,215261.96,163745.04
6782.29,18000.98,39629.28,2702.71,67.78,15.51,79261.02,103317.68
48132.99,26932.19,60267.27,1038.42,183.54,41.37,353342.89,191490.0
45520.45,20587.59,162840.32,2749.15,47.87,25.35,317498.95,243189.82
35285.65,13300.97,127440.56,1869.37,489.64,24.82,364135.93,172638.05
14027.63,3750.13,143803.72,2976.01,164.35,5.67,335015.96,204785.28
48489.64,22178.79,139702.89,869.48,467.2,10.92,440136.24,249008.5
39158.79,24428.4,119044.22,1935.59,344.54,18.02,441126.13,217431.15
36127.62,16511.05,59469.02,2287.28,287.39,34.94,167687.96,138537.27
23018.71,8315.51,59050.22,1731.11,242.99,42.26,107557.79,98183.15
14339.84,8985.57,149542.76,1537.83,346.82,49.64,464709.2,207691.2
5723.16,11589.42,139062.25,2141.92,346.27,21.37,362259.15,219933.0
45227.52,25860.79,77814.74,2953.33,15.16,22.66,486069.15,263486.13
23333.04,8515.79,65936.41,1029.52,454.81,38.3,258538.74,143888.52
10915.8,14620.08,59861.75,1464.11,190.3,16.06,481876.81,197882.02
15991.87,18389.06,67000.12,3306.97,183.1,27.03,78905.02,123980.89
29381.76,24629.28,149500.21,3494.67,209.23,33.85,303374.99,230520.69
9661.87,4708.1,10289.97,249.96,345.79,11.81,258432.95,101431.65
42974.1,27159.46,89955.2,2087.74,194.25,13.98,21269.56,143382.11
38167.46,19862.11,157601.44,1077.7,193.18,17.81,112591.38,106781.33
36253.68,22701.42,101843.41,3288.54,41.1,28.88,93666.63,132201.03
22172.56,5983.12,75101.13,1755.99,214.15,13.52,49188.46,93474.7
31738.13,16717.52,63667.63,1631.81,83.24,10.41,475111.56,197780.41
29620.8,18565.44,30569.68,1044.39,429.24,7.48,483376.25,212168.25
32842.48,13051.76,47991.94,1989.53,173.91,40.47,448040.0,248549.17
5137.77,9944.73,26072.26,650.86,480.83,44.3,494662.82,187089.26
21374.56,15583.73,35838.4,2596.16,345.42,45.24,418718.82,207766.92
3039.09,11882.5,38215.9,1715.59,380.51,41.08,467446.91,199256.96
25205.55,6357.41,53880.2,2012.14,474.4,6.86,114862.94,122040.35
17163.2,12502.53,16599.45,2621.33,127.08,4.89,143304.25,142265.47
8081.69,6285.79,147799.5,1375.93,287.97,24.96,433791.73,166737.3
6066.75,19588.9,38624.89,801.16,29.96,26.07,250142.59,102748.31
29794.58,25502.23,80958.37,1725.12,59.37,36.64,364146.77,210203.65
9359.06,8214.93,139103.44,3075.29,189.63,11.14,289716.36,175553.24
46330.89,13182.29,30998.19,424.77,344.43,46.55,166706.6,120513.48
29472.0,10674.73,83662.4,2824.31,417.53,15.5,156720.73,146180.59
17996.62,13415.49,138226.02,2243.32,135.64,28.89,379126.21,201007.13
29954.86,23543.83,104594.65,2252.09,377.05,43.21,275405.65,174691.59
2117.39,10674.18,44039.17,1956.92,119.9,26.17,192505.13,112409.71
47969.4,11174.03,120588.1,865.83,12.97,37.68,316179.06,170955.03
24632.87,6204.34,108757.93,1368.12,36.66,37.45,221570.04,113412.72
39354.03,12804.93,67760.9,2629.17,296.92,39.5,248035.92,200034.65
5053.77,17944.79,26068.63,1425.92,253.6,40.55,345396.66,159831.95
24846.26,17588.12,20210.88,1826.55,142.51,19.62,239823.3,155016.08
25044.64,16486.61,137871.25,3529.48,13.21,18.18,475971.49,274560.19
46953.5,16110.61,64514.3,556.76,288.33,40.17,252892.46,161653.78
29014.67,24426.73,44518.02,1626.66,410.63,28.99,481674.95,226919.67
24200.98,11798.17,89628.47,1595.84,43.59,30.39,426890.31,197348.69
14081.81,19597.78,154199.05,1179.7,370.87,20.6,447645.13,225126.32
17246.88,21419.49,23365.32,2974.13,320.93,10.08,386372.16,202975.49
26512.95,15227.62,25322.91,3014.85,244.88,22.85,310172.31,208286.52
22506.66,22439.97,83423.49,1420.43,33.69,48.48,275680.48,149066.8
2058.99,6309.46,108062.63,3385.79,462.55,14.54,284794.46,183007.96
41488.3,21637.11,91344.26,658.72,243.95,13.6,116698.28,103276.95
44911.88,11197.67,144102.66,3665.11,205.81,6.54,122909.54,164838.74
7872.21,11316.16,20445.19,2626.43,432.12,24.06,36397.68,101351.68
28147.77,10367.52,62614.45,1034.63,424.33,14.43,377868.95,177637.46
6320.21,2987.93,58335.78,2130.37,366.36,34.36,79934.48,84564.2
33939.76,7360.6,60206.93,2716.1,416.39,6.76,299431.58,220855.27
14780.46,9788.76,83545.46,1443.69,70.92,12.37,86203.09,83982.35
33311.71,18658.19,134560.22,1798.68,382.85,3.09,51942.43,99700.15
36622.74,16701.54,64454.21,2246.29,170.74,2.07,276125.3,181065.42
38663.73,14117.25,124243.86,1147.79,435.07,40.71,439086.03,240027.94
6279.31,21084.26,43104.9,658.34,191.41,45.29,190886.93,98788.63
45884.58,27997.65,108703.23,1367.95,36.61,38.19,461229.2,251627.46
12280.49,5406.34,63712.83,2568.22,213.05,43.26,24947.43,77543.76
2833.22,9161.24,90514.56,1615.71,380.82,4.33,243554.72,113893.39
28187.77,18790.07,35655.77,1749.62,255.46,44.91,90446.93,110129.03
19175.19,18638.11,158162.6,1457.62,384.18,23.3,171574.63,134973.74
41659.7,15976.2,149182.0,1408.82,27.28,38.43,31391.23,107159.46
40604.32,23173.36,143366.15,2703.14,96.81,30.79,36966.79,138840.2
16539.81,6228.89,139436.62,1111.47,286.17,17.49,362150.57,145388.0
47692.07,16508.76,39476.75,2234.12,198.8,13.24,334179.24,181766.88
15254.97,17521.44,92056.81,1722.32,343.29,5.91,120001.02,105355.84
26237.8,17948.37,65455.53,2373.96,481.65,20.63,452551.51,238546.89
13542.29,19534.06,149298.21,1953.51,333.33,24.71,350228.93,226458.71
46866.13,10786.94,41098.02,2759.04,214.51,49.16,181363.09,172310.98
9065.78,5713.8,41463.11,468.43,275.76,1.86,215673.53,106998.4
3200.62,2085.77,106242.21,3221.77,457.28,29.51,160426.78,130192.98
22319.76,8710.18,24858.59,1003.41,339.76,26.25,418687.14,168920.72
49626.4,10508.8,119600.28,821.37,403.56,1.14,257100.77,178299.77
44692.19,19270.54,59294.89,2027.45,157.74,16.49,84947.64,118653.87
37681.79,18338.49,115506.42,1328.16,374.72,21.15,116822.6,105550.0
44648.83,22258.66,149397.4,2178.68,78.32,24.71,162357.96,153242.97
44778.89,16961.57,106962.9,2961.53,377.39,11.67,213513.52,215119.22
26424.06,5847.36,40517.03,2598.07,441.96,1.71,304467.15,193244.23
16480.52,16936.98,25678.59,1969.51,451.11,14.69,482799.19,206154.54
38828.61,9324.4,18928.54,3030.47,67.13,41.82,145725.75,168082.11
33421.4,24074.6,37137.41,1630.57,416.64,40.39,177633.71,151710.07
19309.23,4803.6,92916.48,678.81,63.87,9.04,31496.96,64271.75
5628.87,11970.04,65067.62,2801.67,244.41,32.32,198824.94,115285.81
37592.69,25469.44,60626.06,1044.88,344.44,46.18,344037.18,176973.52
13860.57,14435.66,48347.98,852.83,247.28,8.61,482269.38,184113.9
46903.84,21744.9,159940.24,1102.73,176.56,6.43,375290.97,217126.57
12807.56,16352.92,35310.74,1227.46,345.07,1.11,76638.33,100787.6
7015.14,4290.0,52630.09,1309.01,333.83,8.62,447218.53,181924.01
41724.52,22005.98,90968.99,1432.88,295.62,40.7,422565.98,204096.95
8510.93,19369.11,20560.47,1923.06,268.93,40.7,110730.77,101788.58
9784.15,21454.14,155701.52,3057.98,355.81,27.02,468484.58,250038.04
30369.76,15213.47,31540.07,2977.22,207.49,16.68,362767.54,187115.21
43853.54,15988.55,116749.08,956.49,43.7,40.34,395752.32,210564.04
10625.3,17314.6,110037.17,1086.29,273.35,9.75,240387.04,149401.4
16205.86,14327.22,133776.04,2479.42,364.49,6.99,116328.17,131069.0
39092.84,13336.01,110120.03,935.19,156.59,4.46,403570.5,201331.31
48619.49,13580.98,127425.96,1812.35,78.97,42.57,249172.52,194497.32
25536.32,8926.75,73222.45,2277.31,456.8,35.74,484366.57,254663.95
8050.98,11064.15,84713.47,2787.15,433.24,31.23,93600.57,132766.13
1682.88,4154.0,110064.21,1281.36,313.03,36.37,190593.69,95081.47
12253.15,3335.15,90089.99,2487.61,395.44,7.17,373062.58,167829.94
7459.29,3007.59,81579.16,2380.92,484.71,19.24,294695.18,140879.45
34205.28,25473.8,55185.01,2868.81,288.94,40.71,227972.04,171179.26
6969.79,3316.7,45079.06,1235.26,129.65,45.84,356773.06,150008.56
25810.17,7089.06,62653.35,2588.53,323.02,25.65,372008.51,186864.78
35018.86,16301.95,19387.79,2377.74,458.15,6.1,297103.53,224887.03
29474.71,11174.4,74457.22,1165.95,348.17,48.93,173169.63,121128.95
10789.01,21430.33,22545.69,2014.09,22.86,19.75,317004.54,181416.15
40402.1,26344.64,108002.95,2597.98,459.39,15.95,281716.4,172961.23
36054.95,15603.48,119566.96,1493.68,379.3,6.0,402874.88,202992.86
37210.22,16692.31,99865.4,1909.55,206.9,0.63,333659.77,181209.16
7421.83,9299.08,112999.66,1928.75,493.87,30.18,258450.44,164316.37
7063.94,2651.18,7122.85,2378.79,363.62,30.62,28978.26,74505.94
46450.56,15500.63,26019.59,232.1,414.47,11.71,100131.35,94961.68
20481.33,6988.4,111867.77,2112.32,472.15,8.1,181565.26,114739.68
15746.49,5645.52,125936.94,1264.27,29.39,26.4,308661.74,173277.96
24940.62,16424.92,122206.67,2586.88,389.47,21.77,400332.2,240682.59
33480.35,9121.98,108434.36,2615.24,199.31,15.18,480777.98,283308.49
47825.54,12072.27,117228.3,2139.41,435.85,10.91,307906.59,190945.75
15035.87,12877.19,122542.29,2284.6,440.66,42.97,369845.12,184235.85
46315.61,18387.63,124744.84,1637.39,416.02,49.19,318291.78,207377.93
2218.12,3627.5,114913.23,1583.2,391.81,17.78,226533.31,115440.28
28204.7,6227.7,20715.02,2364.41,399.2,34.91,312644.81,182326.28
32064.78,10675.96,22715.14,595.6,155.31,43.28,212323.03,120641.45
6188.97,6337.69,62432.55,2649.52,209.2,1.35,237746.91,156915.33
7876.64,17680.17,95645.66,2477.77,66.38,45.4,457281.87,209582.06
21536.6,22658.37,133706.46,3333.51,416.99,24.96,290652.64,230075.24
48345.36,18084.99,68000.62,1194.42,326.54,27.84,68197.25,91222.36
30206.09,14439.24,56443.37,1850.14,310.23,26.99,271407.52,144718.17
46718.14,23737.01,137299.61,899.57,130.58,12.15,477564.9,220862.86
40413.68,20807.72,57800.02,3035.27,311.37,39.11,68020.58,115995.1
23901.7,8871.07,131118.86,2714.23,232.73,36.62,486169.91,226158.69
39453.41,10490.62,39076.86,2101.72,497.68,4.79,494067.37,286607.77
1874.0,9408.23,64650.25,2548.05,432.9,28.14,289142.32,191542.14
6348.06,12783.76,73382.97,1291.47,267.73,47.85,179570.59,109013.7
41642.0,11533.2,57655.57,2139.47,406.14,43.56,24144.64,126386.89
40044.04,14227.64,16868.86,2507.02,90.61,31.3,27442.4,108806.94
12399.4,8945.77,46305.46,593.38,59.69,9.93,206285.79,113347.42
27007.71,10996.86,62757.25,3194.36,319.02,17.36,395874.46,211727.94
30694.78,15623.8,62974.65,3001.34,366.13,7.52,472339.29,246745.0
43519.21,21938.58,136456.41,3575.04,36.0,41.1,94293.59,148234.71
30552.25,16543.55,25103.17,2569.73,108.47,38.93,254121.25,146944.96
21216.01,8671.6,68334.84,1295.18,273.26,45.52,260828.3,160323.07
19335.02,6374.32,15539.19,1864.21,40.78,3.17,202545.62,115642.26
21868.22,20900.12,156663.99,1231.79,217.79,48.24,279178.91,156997.74
32944.62,16435.37,132728.66,2950.73,246.22,48.32,464010.67,222405.88
43507.04,10413.12,155743.93,1324.27,461.69,33.72,230493.99,168955.32
23240.95,10181.56,145118.52,3339.38,164.68,44.09,86134.27,139403.52
13144.14,18807.49,65838.84,1126.81,92.65,21.92,339415.79,150275.21
12596.46,17677.95,119421.96,1162.3,13.68,15.67,35059.77,55521.37
37554.7,25089.36,69521.83,653.23,69.59,7.72,471255.33,219427.0
41011.87,20443.09,150145.09,2913.68,377.92,1.58,471146.07,277114.4
6158.63,9978.39,72541.88,1002.7,228.01,2.1,64228.45,72278.97
4261.38,9671.66,67241.02,1009.44,107.38,34.58,284425.69,125087.65
30127.25,10308.45,145786.73,1321.05,467.18,16.83,402747.38,173090.17
8162.49,14823.08,138185.8,1677.73,395.89,2.7,242997.67,137090.28
41408.55,20190.55,161282.41,3635.93,66.04,5.61,249810.38,224866.67
16206.4,6761.14,20049.68,1611.45,141.79,33.26,485696.0,198926.1
8049.72,19380.37,55788.43,1135.49,426.23,46.93,130643.88,77175.09
46127.55,16910.64,62152.89,904.9,349.29,20.4,272628.89,178394.0
9111.05,3292.12,69164.74,500.64,473.32,38.88,75184.72,65332.16
14951.28,9883.93,81511.0,1566.03,47.36,48.68,165171.27,93015.15
8527.06,19167.62,62597.6,732.17,389.95,35.41,428434.13,183241.24
6659.01,19712.46,135385.28,855.26,47.44,36.15,363895.36,159434.97
2036.25,10470.02,45746.42,627.37,174.96,30.8,313761.82,121910.92
3714.38,19891.5,121908.21,1633.25,377.83,48.88,74666.51,64210.07
9557.43,19478.7,144089.37,2997.95,358.39,14.99,428335.3,259004.33
3615.71,17315.14,106388.36,826.2,11.04,39.15,163092.46,84323.35
29966.05,23257.56,74959.09,2442.95,108.95,20.75,276791.77,158124.12
34355.01,14817.57,44098.29,2120.06,391.5,7.77,132067.86,139995.51
20287.89,19308.72,39927.18,2857.41,71.81,36.97,269953.55,168784.49
16581.56,15074.42,124964.88,1258.39,169.93,41.47,289826.98,135064.09
25721.79,19678.2,88766.7,2847.21,100.11,43.18,183424.85,146368.22
43875.24,12741.88,21909.84,2717.66,64.61,46.09,262842.39,181712.56
42705.45,23303.27,166299.35,3763.3,419.95,37.25,214905.14,223128.22
3130.28,19799.11,118178.25,3035.68,40.06,26.38,354797.8,194505.12
9893.42,8380.62,134110.97,1129.48,272.66,46.93,281067.84,125656.83
12600.5,22250.25,86337.55,3278.36,349.41,10.48,441476.53,270005.16
13219.99,10522.33,151956.46,3223.26,38.22,3.87,43828.14,113618.46
28990.4,10192.69,42085.28,926.17,320.38,21.58,32786.56,84034.96
21396.86,6968.95,37419.9,766.17,173.69,29.11,110503.69,84857.79
3413.45,16489.45,147290.09,3552.05,418.44,34.0,76916.76,116745.62
19307.09,15180.51,146443.39,1283.74,400.85,40.77,272429.97,187665.28
26663.89,11821.84,86815.3,2787.68,399.01,1.34,116064.34,144820.91
5981.92,13561.17,34087.96,1445.69,205.35,40.1,27703.34,55639.44
41839.47,15343.87,61531.48,2506.69,413.05,30.01,155658.59,164572.59
3546.13,9952.2,122313.85,977.94,318.69,47.65,264417.46,139165.1
46317.25,26585.4,148937.15,2947.35,195.55,17.39,362842.47,267640.21
5856.54,14700.56,67170.38,1920.39,49.53,30.85,230429.51,151451.03
42335.17,23833.87,32945.98,2875.83,42.74,38.33,482102.88,304639.22
45230.0,20924.13,118269.67,1237.7,133.19,25.82,115737.28,111365.06
48998.96,29632.05,135932.71,1096.8,156.8,7.8,266749.75,188029.76
40299.27,13267.35,77096.01,1054.52,464.49,2.49,141528.19,122263.68
39194.4,13453.56,100312.0,829.43,499.97,5.57,407200.6,221918.04
32481.68,8801.24,155209.86,3718.49,80.4,24.75,110124.06,181235.43
39170.82,19137.54,55834.83,735.46,471.96,31.98,481568.52,217803.49
7593.06,13979.12,99265.06,1178.79,356.2,28.53,363971.12,183092.49
27267.33,20109.72,109677.03,2996.47,254.32,35.65,287295.24,176884.09
26196.92,12280.58,94445.01,1287.81,477.8,1.95,275527.07,147841.16
43021.04,9343.21,138498.36,1437.14,359.71,6.82,193985.71,131445.4
23677.17,17563.91,106777.22,2583.58,300.89,38.06,30092.51,114303.19
19869.39,23948.44,97802.8,1745.43,112.67,39.06,459259.41,191230.93
32338.6,12711.43,33006.32,2687.92,129.78,35.11,401569.92,214436.69
14056.7,6898.06,112483.78,2513.4,456.64,37.27,84731.88,105641.4
7848.65,7564.19,30206.92,1086.86,115.37,48.17,78598.21,76701.81
24415.99,13678.8,19795.67,1932.96,25.83,47.21,167888.32,118023.94
21427.58,9678.32,83579.67,3030.64,140.45,32.22,386306.91,219931.38
12395.93,9744.91,95800.49,1636.0,245.47,15.97,261519.21,123881.37
19008.08,16746.65,163260.16,3052.07,197.16,0.71,334020.74,203971.1
18953.23,11018.69,117102.34,1891.43,468.54,31.58,22973.25,82310.19
17047.28,11632.61,137351.68,2361.67,215.1,21.57,463378.18,217318.51
19593.74,5199.36,59385.75,2524.66,445.64,7.35,99529.19,129900.07
34601.42,25320.16,99048.76,770.77,301.38,10.76,173072.61,135816.97
15546.95,11543.67,155503.94,2196.87,266.82,46.83,474632.27,257572.88
47494.04,16397.61,78639.43,769.32,88.5,3.31,371788.9,194025.54
45901.05,11366.65,131150.43,2858.27,142.81,39.37,265312.02,177526.22
24564.61,17779.49,95492.02,2340.1,434.91,45.1,434199.69,252369.97
17089.7,20762.53,54084.49,1318.52,392.18,34.42,49405.91,86074.17
27236.3,6749.75,94560.5,794.02,229.24,3.07,56620.56,64475.64
42579.46,11848.71,46097.96,3015.32,455.42,42.29,94477.24,120869.61
32976.78,9949.96,13398.88,1080.51,411.4,32.66,146994.1,119641.66
40415.2,20327.4,55466.84,1175.93,64.92,13.85,360334.24,196916.34
27103.39,23884.67,52113.59,653.48,306.91,31.48,275560.46,135018.4
32012.96,15439.08,71134.83,2130.0,401.43,6.83,224501.4,158654.69
15119.63,10228.15,142029.07,1580.54,406.09,35.38,395642.48,192364.58
37009.76,22835.85,79507.37,2941.81,54.76,45.15,172237.09,153493.77
10917.83,17163.66,141283.14,2786.44,120.06,26.08,61019.58,126850.49
35045.11,12320.77,95420.5,588.46,212.39,47.61,210447.86,112300.86
43175.23,12271.16,15921.06,1820.06,133.3,21.9,387877.41,234910.22
7473.04,8971.9,39544.35,970.04,63.38,42.88,247561.14,124061.71
31104.61,21845.19,157511.47,932.12,318.11,38.68,489031.01,245943.32
5659.69,15185.67,104753.69,2419.93,258.66,4.42,430941.11,230054.73
36560.07,20796.16,156421.22,1476.36,85.94,45.63,399657.85,193444.49
5140.17,17701.89,64128.92,3029.59,297.33,45.52,391126.69,188129.84
46861.05,15276.25,121122.55,2368.42,40.39,17.57,298939.55,174604.11
7732.99,8670.43,123879.99,1326.04,197.69,39.67,452551.86,221258.41
47985.13,10922.65,155214.56,3715.54,398.33,11.23,303138.61,224505.3
40243.32,25489.21,28026.96,1824.82,446.12,1.52,198817.52,178265.14
30090.42,17875.46,157374.77,1366.74,130.16,10.4,114032.66,124163.46
39348.58,14183.1,73127.06,1965.64,431.16,24.2,410285.56,200492.74
39960.63,9845.75,134385.5,3554.04,446.96,2.89,198145.9,211396.75
47355.33,24077.55,103245.41,1846.44,307.37,8.0,399633.55,269993.18
13415.78,17783.54,101101.01,1839.01,491.27,47.52,491841.35,243804.98
29913.72,19473.23,72688.38,1800.71,130.63,24.69,211379.17,120319.53
5657.41,5605.21,129612.69,1560.36,43.8,41.16,183555.81,102625.28
31192.12,24546.14,62918.88,883.77,423.29,10.33,101644.54,107563.32
9393.27,17065.24,90027.19,2229.03,250.56,4.43,248168.77,149197.02
28682.58,19062.76,101475.51,3200.56,179.76,39.03,333928.86,229465.18
29049.1,19003.23,127868.14,2872.96,37.06,17.44,170137.63,189871.48
23833.27,22901.63,91708.43,837.49,41.67,22.99,253119.49,143731.6
26608.96,23923.78,122780.04,1876.36,54.45,49.61,277794.94,156128.32
38432.25,19801.38,91208.75,571.4,99.98,15.83,152113.92,108432.56
40162.99,16657.65,113927.61,1562.67,485.5,23.66,31285.49,112983.42
25115.51,12615.91,112843.54,2605.41,147.89,31.74,123499.48,126963.67
30380.08,22548.05,125907.47,1571.22,410.35,4.45,405511.83,195935.21
46630.58,22395.92,142295.21,3249.1,19.51,35.82,153469.92,173145.49
6866.95,3380.08,86108.83,1914.96,167.69,22.59,26634.53,76817.74
6738.07,4620.24,36721.53,2224.2,454.03,8.75,223975.36,119021.53
5297.74,19113.17,118838.46,3257.4,100.67,21.53,347586.2,203715.96
33235.3,24394.77,35697.94,2258.64,149.17,23.03,381156.53,224547.24
21511.81,23363.09,55438.95,2979.44,414.99,32.04,218671.2,161273.33
38941.75,16631.44,133168.0,3109.23,69.48,46.86,294492.03,203535.04
